full_text
"['world', 'health', 'organization', 'inilah', 'sumber', 'bencana', 'kemarin', 'demokrat', 'genk', 'zuckeberg', 'bill', 'gates', 'habis', 'kasi', 'dana', 'cuma', 'bikin', 'virus', 'jualan', 'vaksin']"
"['bill', 'gates', 'seorang', 'filantropis', 'dermawan', 'big', 'manusia', 'ambisius', 'culas', 'licik', 'tipikal', 'sifat', 'asli', 'seorang', 'zionis', 'ingat', 'negara', 'dia', 'sumbang', 'target', 'marketnya', 'informasi', 'teknologi', 'produk', 'vaksin', 'indonesia', 'salah', 'satu', 'target', 'besarnya']"
"['jangan', 'percaya', 'sama', 'orang', 'selama', 'akhir', 'zaman', 'datang', 'banyak', 'ajaran', 'sesat', 'bencana', 'peperangan', 'lain', 'orang', 'pengen', 'manusia', 'mati', 'pada', 'hidup', 'uang', 'melalui', 'pandemi', 'chip', 'vaksin']"
"['nyata', 'tidak', 'akui', 'pemerintah', 'negara', 'tingkat', 'kebodohan', 'atas', 'indonesia', 'sangat', 'mudah', 'pemerintah', 'budi', 'gunadi', 'sadikin', 'dan', 'bill', 'gates', 'membuat', 'tipuan', 'tipuan', 'mengaburkan', 'data', 'kecelakaan', 'akibat', 'vaksin']"
"['biang', 'kerok', 'pandemi', 'vaksin', 'dia', 'setuju', 'soal', 'kecerdasan', 'buatan', 'chip', 'ditubuh', 'hingga', 'nuklir', 'diadakan', 'lihat', 'kasus', 'covid', 'vaksin', 'dia', 'yang', 'membiayai', 'semuanya']"
"['yang', 'bilang', 'namanya', 'graphene', 'oxide', 'kan', 'program', 'bill', 'gates', 'bill', 'gates', 'pernah', 'bilang', 'efek', 'samping', 'vaksin', 'terlihat', 'tahun', 'depan', 'sudah', 'lebih', 'tahun', 'hasilnya', 'gangguan', 'psikologis', 'dulu', 'aku', 'videonya', 'soal', 'bill', 'gates', 'tapi', 'kehapus']"
"['oktober', 'bill', 'gates', 'kucurkan', 'dana', 'biofarma', 'bikin', 'vaksin', 'polio', 'novel', 'oral', 'poliomyelitis', 'vaccine']"
"['vaksin', 'covid', 'microchip', 'buatan', 'bill', 'gates']"
"['blessing', 'disguise', 'usaid', 'dihentikan', 'dana', 'propaganda', 'maling', 'penipu', 'vaksin', 'lumpuh', 'punya', 'duit', 'pantes', 'bajingan', 'bill', 'gates', 'nangis', 'nangis']"
"['merasa', 'jadi', 'tuhan', 'segalanya', 'dia', 'atur', 'karena', 'punya', 'uang', 'banyak', 'inget', 'pesan', 'mantan', 'menteri', 'kesehatan', 'jangan', 'beli', 'vaksin', 'bill', 'gates', 'pesan', 'kerasnya', 'mantan', 'menteri', 'kesehatan']"
"['kasih', 'tau', 'bapak', 'prabowo', 'usaid', 'merupakan', 'kontributor', 'utama', 'inisiatif', 'vaksin', 'internasional', 'bill', 'gates', 'aliansi', 'gavi', 'sejak', 'didirikan', 'tahun', 'kak', 'gavi', 'gates', 'salah', 'penerima', 'suap', 'hibah', 'usaid', 'teratas', 'yes', 'kak']"
"['jangan', 'bersandiwara', 'sendiri', 'membunuh', 'manusia', 'membuat', 'wabah', 'virus', 'melalui', 'vaksin', 'lihat', 'wabah', 'covid', 'vaksin', 'bukannya', 'sembuh', 'banyak', 'orang', 'gampng', 'terserang', 'penyakit', 'balik', 'modal', 'selama', 'ini', 'dia', 'menyuap', 'semua', 'pejabat']"
"['kalau', 'bersifat', 'negatif', 'merencanakan', 'wabah', 'vaksin', 'berupa', 'virus', 'akan', 'mendanai', 'penting', 'uang', 'seperti', 'merencanakan', 'covid', 'vaksin', 'orang', 'vaksin', 'banyak', 'orang', 'gampang', 'sakit', 'bahkan', 'meninggal', 'mendadak']"
"['vaksin', 'diberikan', 'foundation', 'lebih', 'banyak', 'orang', 'sakit', 'dia', 'merencanakan', 'covid', 'vaksin', 'sama', 'membunuh', 'orang', 'hingga', 'monkeypox']"
"['oktober', 'vaksin', 'novel', 'oral', 'poliomyelitis', 'vaccine', 'merupakan', 'hasil', 'kerjasama', 'bio', 'farma', 'indonesia', 'bill', 'gates', 'foundation', 'bill', 'and', 'melinda', 'gates', 'foundation', 'path', 'world', 'health', 'organization', 'bio', 'farma', 'indonesia', 'kini', 'menjadi', 'supplier', 'utama', 'referensi', 'sampling', 'strain', 'poliovirus', 'seluruh', 'dunia']"
"['banyak', 'pejabat', 'lebih', 'takut', 'sama', 'karena', 'mengatur', 'pejabat', 'siapapun', 'bisnis', 'ilegal', 'sukses', 'covid', 'vaksin', 'kecerdasan', 'buatan', 'monkeypox', 'human', 'metapneumovirus', 'lain', 'hingga', 'nuklir', 'tanda', 'kiamat', 'kian', 'dekat', 'bill', 'gates', 'langsung', 'tunjuk', 'indonesia']"
"['pengadilan', 'vaksin', 'tetes', 'polio', 'baru', 'bill', 'gates', 'novel', 'oral', 'poliomyelitis', 'vaccine', 'ijin', 'mulia', 'vaksin', 'novel', 'oral', 'poliomyelitis', 'vaccine', 'world', 'health', 'organization', 'jadi', 'dokumen', 'pengadaan', 'pendanaan', 'ada', 'karena', 'vaksin', 'kita', 'dapat', 'world', 'health', 'organization', 'dari', 'biofarma', 'poin']"
"['bulan', 'oktober', 'bill', 'gates', 'mengumumkan', 'miliar', 'mengakhiri', 'polio', 'afrika', 'tepat', 'bulan', 'kemudian', 'kasus', 'polio', 'afrika', 'meledak', 'vaksin', 'oral', 'baru', 'didanai', 'bill', 'gates']"
"['bill', 'gates', 'susun', 'perintah', 'eksekutif', 'jadikan', 'keraguan', 'vaksin', 'tindak', 'pidana', 'amerika', 'presiden', 'bapak']"
"['bill', 'gates', 'tertangkap', 'kamera', 'mengakui', 'vaksin', 'eksperimen', 'buatannya', 'mengubah', 'deoxyribonucleic', 'acid', 'selamanya']"
"['pikir', 'pakai', 'otak', 'jangan', 'cuman', 'banyak', 'berbicara', 'apa', 'kamu', 'salah', 'satu', 'dokter', 'orang', 'menerima', 'uang', 'haram', 'dokter', 'bill', 'gates', 'otak', 'nya', 'bebal', 'skali', 'karna', 'kebanyakan', 'vaksin']"
"['aku', 'tau', 'apa', 'bill', 'gates', 'kawan', 'kawan', 'bodoh', 'beneran', 'liat', 'mereka', 'hidup', 'gelembung', 'kecilnya', 'sendiri', 'tidak', 'melihat', 'masalahnya', 'negara', 'sendiri', 'emang', 'kebutuhan', 'menjual', 'vaksin']"
"['world', 'health', 'organization', 'cuma', 'cecungut', 'bill', 'gates', 'salah', 'satumerupakan', 'donatur', 'terbesar', 'jual', 'vaksin']"
"['intinya', 'semua', 'dikarenakan', 'keterlibatan', 'globalis', 'sana', 'donald', 'trump', 'sangat', 'curiga', 'bill', 'gates', 'atas', 'ini', 'satu', 'rrc', 'malah', 'terlibat', 'membuat', 'vaksin', 'berbahaya']"
"['semua', 'bisnis', 'ada', 'benar', 'menciptakan', 'wabah', 'vaksin', 'ini', 'tidak', 'memikirkan', 'soal', 'teknologi', 'lebih', 'memuja', 'setan', 'dripd', 'menyembah', 'tuhan', 'yesus']"
"['april', 'bill', 'melinda', 'gates', 'entrusts', 'new', 'polio', 'vaccine', 'development', 'bio', 'farma', 'indonesia', 'novel', 'oral', 'poliomyelitis', 'vaccine', 'bill', 'melinda', 'gates', 'percayakan', 'pengembangan', 'vaksin', 'polio', 'baru', 'biofarma', 'indonesia', 'novel', 'oral', 'poliomyelitis', 'vaccine']"
"['exactly', 'hanya', 'virus', 'ada', 'komputer', 'satan', 'bill', 'gates', 'menipu', 'umat', 'manusia', 'seluruh', 'dunia', 'ingin', 'menerima', 'senjata', 'biologis', 'vaksin']"
"['profesor', 'jerman', 'bicara', 'vaksin', 'covid', 'membahayakan', 'silahkan', 'simak', 'vidio', 'menteri', 'kesehatan', 'titipan', 'bill', 'gates', 'usut', 'telah', 'membahayakan', 'rakyat']"
